Name,Symbol,Price (USD),Market Cap (USD),Volume 24h (USD),Percent Change 24h (%),Circulating Supply,Total Supply,Max Supply,Last Update (DATE),Source
BOOK OF MEME,BOME,0.006071175538950639,418627222.9720118,406969722.1938967,-10.77161019,68953239827.483,68953239827.483,,2024-12-19T23:59:00.000Z,CoinMarketCap
Holo,HOT,0.002367711522992076,413867578.8233876,30204619.33081194,-7.67638988,174796454215.1585,177619433541.14133,,2024-12-19T23:59:00.000Z,CoinMarketCap
Neiro (First Neiro On Ethereum),NEIRO,0.0009605069495612471,404067644.71368384,544240049.0430046,-19.27732157,420681646185.1308,420690000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
Aethir,ATH,0.07051135256835536,400821378.3755615,79074083.22857077,-0.79974927,5684494252.0,41999995664.82,42000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
WOO,WOO,0.21339993155426426,397289523.3834751,46153334.30965414,-8.27373048,1861713452.7170672,2223213192.037396,,2024-12-19T23:59:00.000Z,CoinMarketCap
Enjin Coin,ENJ,0.2213751235166514,395100449.2973944,47118919.83848874,-10.16358783,1784755409.826686,1857802070.1525042,,2024-12-19T23:59:00.000Z,CoinMarketCap
SushiSwap,SUSHI,1.5016924241845142,394322705.32093173,253072712.2233252,-12.06981459,262585532.80980057,279146247.9154829,,2024-12-19T23:59:00.000Z,CoinMarketCap
Echelon Prime,PRIME,11.004232321854355,393663657.40907854,19263729.30433659,-8.68754295,35773841.0,111111111.1,111111112.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Zilliqa,ZIL,0.02031775283617975,392097229.9254757,73051031.55943075,-8.98848241,19298257690.54881,19984213116.25881,,2024-12-19T23:59:00.000Z,CoinMarketCap
0x Protocol,ZRX,0.4566241656239856,387398372.65125686,103188827.28173678,-8.04620807,848396562.8973439,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Jito,JTO,2.869520982139127,378367869.2153561,157683341.160419,-4.11670476,131857502.2,1000000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
Morpho,MORPHO,2.442814226375917,377165243.8584403,145103349.96471947,-12.55145555,154397841.54933095,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
JUST,JST,0.037805527236674706,374274719.6430796,66614580.7687546,-3.4099264,9900000000.0,9900000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
GMT,GMT,0.14234161217771038,373065892.9261083,97284526.02903189,-6.67234888,2620919400.999503,5255886100.999503,,2024-12-19T23:59:00.000Z,CoinMarketCap
Zerebro,ZEREBRO,0.372887496985732,364983687.3435234,102755450.4846235,24.95337136,978803768.680635,999972148.883352,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
WEMIX,WEMIX,0.8728308629815282,361948673.83069605,3805824.29104549,-8.51970073,414683633.6587653,534277457.9062014,590000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Harmony,ONE,0.02511170181600536,359703242.4548284,42929359.77933725,-9.59301359,14324128451.762896,14473078451.762915,,2024-12-19T23:59:00.000Z,CoinMarketCap
Celo,CELO,0.6451481311297088,359148836.3174145,110366503.6778843,-8.13339039,556692051.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Magic Eden,ME,2.764537058885073,358702544.08924514,286578490.979834,-0.8482687,129751396.508285,999999948.508293,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Ankr,ANKR,0.03537034806936482,353703480.6936482,40034471.11189511,-7.3696178,10000000000.0,10000000000,10000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
OriginTrail,TRAC,0.8514838742047752,353361577.28420407,4583417.92610344,-6.14272612,414995031.602,500000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
Golem,GLM,0.3531193332691939,353119333.26919395,21278086.98298263,-4.41940078,1000000000.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
SATS (Ordinals),SATS,1.6769947993283788e-07,352168907.85895956,147475782.01482412,-10.93760723,2100000000000000.0,2100000000000000,2100000000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
EthereumPoW,ETHW,3.266274650545977,352166463.4440272,39511486.51128653,-10.43394671,107818999.04993,107818999.04993,,2024-12-19T23:59:00.000Z,CoinMarketCap
IoTeX,IOTX,0.036909286264917414,348474193.25754637,39016465.26025917,-9.47024358,9441369057.0,9441369062,10000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Memecoin,MEME,0.010400695343205485,348109125.70186603,192622030.21717826,-6.86142604,33469793529.648674,69000000000,69000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Arkham,ARKM,1.5078282368569447,339412136.11649823,263173015.31138787,-11.62159844,225100000.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Basic Attention Token,BAT,0.22454820959647992,335847406.2217205,55762793.73081135,-5.78518744,1495658356.9526057,1500000000,1500000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
MX Token,MX,3.422806379515483,331265478.8364085,58123869.07365604,3.32630103,96781834.0,421781834,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Aevo,AEVO,0.3650397196448704,329171735.05377257,132249216.74529567,-10.55129204,901742241.5675968,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Dymension,DYM,1.4990013969640639,328716041.8232733,409467128.9504864,-10.02944135,219290017.0,1038061959,,2024-12-19T23:59:00.000Z,CoinMarketCap
ZetaChain,ZETA,0.5688176122749813,327704121.49885654,69872515.50276387,-6.44257113,576114583.0,2100000000,2100000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Chia,XCH,23.40639429159017,326694958.9824184,22784261.02825566,-2.04462976,13957509.0,32332509,,2024-12-19T23:59:00.000Z,CoinMarketCap
aelf,ELF,0.4435183605005676,326527429.1416467,20282947.61617808,-3.25080543,736220770.5970018,996447453.8128119,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Osmosis,OSMO,0.4653122702265303,325799660.5525247,22978519.57940278,-7.5105685,700174230.079757,997719379.738827,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
SPACE ID,ID,0.4023899706967905,320325425.5498147,62887433.71450382,-6.87750984,796057180.5383956,1995334959.5383956,2000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
dYdX (ethDYDX),ETHDYDX,1.4764451344194607,318995969.4578516,98057653.15480746,-12.78702884,216056771.7833152,360958824.16282827,,2024-12-19T23:59:00.000Z,CoinMarketCap
Hyperliquid,HYPE,25.22345721636229,6833250649.270517,499349143.52981824,7.28975676,270908567.0,999993930,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Fasttoken,FTN,3.3225672464255127,1449508213.969838,49253494.36112348,-0.41894237,436261513.0,880000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Usual USD,USD0,1.0009903835042275,1218454899.4647834,207882695.341872,0.07956676,1217249355.782285,1217249355.782285,,2024-12-19T23:59:00.000Z,CoinMarketCap
Zeebu,ZBU,4.50562902506722,1166826533.8907146,9540669.84470232,2.95494676,258970840.12,3949144812.830295,,2024-12-19T23:59:00.000Z,CoinMarketCap
Fartcoin,FARTCOIN,1.0914680469659577,1091466143.4456837,252788441.56413642,38.4587935,999998256.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Fellaz,FLZ,2.1011594072766195,991484469.2390904,1482180.54323353,-0.54067111,471874940.0,2000000000,2000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
ai16z,AI16Z,0.6567395654892751,722413102.8506786,26541747.57977654,-4.2739483,1099999361.7142227,1099999361.7142227,1099999958.01,2024-12-19T23:59:00.000Z,CoinMarketCap
Dog (Bitcoin),DOG,0.006540506436065374,654050643.6065373,116161587.01063617,-10.41185848,100000000000.0,100000000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
Frax,FRAX,0.9949859472108576,646177144.6239357,17426369.01296844,0.01894024,649433438.165934,649433438.165934,,2024-12-19T23:59:00.000Z,CoinMarketCap
Chintai,CHEX,0.6618902430830751,645448468.2656026,6007381.90633937,-4.48443979,975159363.6720086,998916421.4505814,,2024-12-19T23:59:00.000Z,CoinMarketCap
Cheelee,CHEEL,9.480829156042967,538523600.571258,5162843.52409989,7.72983062,56801318.92557198,1000000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
Beldex,BDX,0.07758738848788203,536295413.25348836,8551063.19771724,0.05225876,6912146725.20199,9930166725.20199,,2024-12-19T23:59:00.000Z,CoinMarketCap
Telcoin,TEL,0.0055616378275497175,510892516.96497816,6965335.1170462,-11.93268007,91860083810.97,100000000000,100000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Meta Games Coin,MGC,0.44129687484379626,485426429.93911344,290051.67951277,-2.99687814,1099999700.0,90999999700,100000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Buggyra Coin Zero,BCZERO,0.23940283876341156,481385479.7546289,0.0,-0.03583237,2010775988.46,10000000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
Ondo US Dollar Yield,USDY,1.069051725603783,448658980.97373694,924129.37086456,0.16135251,419679394.5777896,419913223.7891476,,2024-12-19T23:59:00.000Z,CoinMarketCap
Qubic,QUBIC,3.419782907611757e-06,425428107.6144157,12867825.2292807,-7.80129811,124402080221963.0,125650605163131,200000000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Snek,SNEK,0.005600813826000672,416330755.6608957,8123277.92406419,0.18115186,74333975132.0,75483975132,76715880000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
VerusCoin,VRSC,5.240732603043075,409226875.16750485,37202.36502588,-5.64693779,78085814.74465685,78085814.74465685,83540184.0,2024-12-19T23:59:00.000Z,CoinMarketCap
peaq,PEAQ,0.5418301254693466,351358367.9787619,60368331.00241313,5.63697984,648465914.8001537,4214700335.072781,,2024-12-19T23:59:00.000Z,CoinMarketCap
Clearpool,CPOOL,0.48077392027631577,349554708.01865584,36720461.36280739,13.67154018,727066700.7431598,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Aleo,ALEO,1.2040635628969982,341022086.4514075,13652515.04568743,-0.56536896,283225983.212134,1625266265.330352,,2024-12-19T23:59:00.000Z,CoinMarketCap
Metars Genesis,MRS,3.971611547501826,334549902.1021152,2089.20695423,-21.74732978,84235303.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
PepeCoin,PEPECOIN,2.540189471241849,332456081.9659658,6925054.75958775,-11.94634506,130878458.3708374,133769320,133769420.0,2024-12-19T23:59:00.000Z,CoinMarketCap
SwissBorg,BORG,0.32748548236826697,322157247.21194535,3633429.79275783,-4.8693633,983729858.442,983729858.442,,2024-12-19T23:59:00.000Z,CoinMarketCap
MimbleWimbleCoin,MWC,29.273824069576005,321149813.26268595,12050.03569206,-3.30791269,10970545.3069404,10970545.3069404,20000000.0,2024-12-19T23:58:00.000Z,CoinMarketCap
Tribe,TRIBE,0.5880043909057912,319717606.3637243,113702.74058028,-3.65900993,543733365.445138,1000000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
Qtum,QTUM,3.0237016679834796,318837548.45235276,70433120.00084394,-9.1241825,105446100.0,107822406,,2024-12-19T23:59:00.000Z,CoinMarketCap
Manta Network,MANTA,0.8258326428705494,317533028.9608687,113976645.80608009,-9.55208925,384500457.45,1000000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
Destra Network,DSYNC,0.32701963091296493,316901533.76688534,9113357.00195551,-2.93213006,969059664.3454335,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Bitcoin Gold,BTG,18.131261373398967,317549526.26589674,66079972.06952754,-1.46443965,17513923.589,17513923.589,21000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Ravencoin,RVN,0.021364630388367157,312432464.54734635,30124864.6537691,-5.51252256,14623817911.563915,14623817911.563915,21000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
SafePal,SFP,0.6280033375269081,306151627.0443677,12106472.20906683,-0.30079731,487500000.0,500000000,500000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Act I : The AI Prophecy,ACT,0.3210680219575788,304451602.9140399,265207541.97406772,-20.84844353,948246421.608022,948246421.608022,,2024-12-19T23:59:00.000Z,CoinMarketCap
Siacoin,SC,0.005265463303299578,304029913.6158136,52351778.99981836,-6.19654468,57740391700.25071,57769785000,,2024-12-19T23:59:00.000Z,CoinMarketCap
Kadena,KDA,0.9941638515328622,296916249.21119815,35852561.82592484,-9.9556611,298659269.04644,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Mask Network,MASK,2.9461357310640657,294613573.10640657,266229674.79624745,-7.78252103,100000000.0,100000000,100000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Terra,LUNA,0.4136294122839916,293670446.1999603,98975999.156763,-8.58459124,709984438.91686,1186707049,,2024-12-19T23:59:00.000Z,CoinMarketCap
XYO,XYO,0.021697736703993078,292414923.0471624,15148556.80629177,3.66529766,13476747692.0,13931216938,13931216938.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Altlayer,ALT,0.1251057572851072,287937604.2160149,95121110.29223183,-8.87712305,2301553585.258474,10000000000,10000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
yearn.finance,YFI,8517.741766541907,286458198.5179344,71256536.2445927,-7.68296165,33630.76815068,36646.53224467,,2024-12-19T23:59:00.000Z,CoinMarketCap
Gas,GAS,4.397120690917183,285779123.39103824,27767996.72857871,-7.21454824,64992331.0,64992331,,2024-12-19T23:59:00.000Z,CoinMarketCap
Rollbit Coin,RLB,0.12264442027473535,283364139.0218087,2707965.05671606,-1.15633772,2310452757.549391,2310452757.549391,,2024-12-19T23:59:00.000Z,CoinMarketCap
Radix,XRD,0.026039196660983616,276597300.356238,2956603.75905525,-3.76973049,10622343844.066566,13022338151.763464,,2024-12-19T23:59:00.000Z,CoinMarketCap
Loopring,LRC,0.20151963129505407,275438436.68391293,40658779.08105622,-8.23913264,1366806970.1885817,1373873397.4424574,,2024-12-19T23:59:00.000Z,CoinMarketCap
GMX,GMX,27.797881076042355,274843170.0359132,57978426.08409247,-10.62447707,9887198.57042583,9887198.57042583,,2024-12-19T23:59:00.000Z,CoinMarketCap
Orbler,ORBR,0.27411604329148104,278388621.52925456,103514.61541232,-4.86400239,1015586750.0,2000000000,2000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Threshold,T,0.027137596923599953,272469435.14482516,34493314.07661588,-5.62643909,10040293394.8759,11035000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
SKALE,SKL,0.04845650753270078,268395475.1636742,57680553.1100147,-7.67454145,5538894337.0,5976541667,7000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Decred,DCR,16.0869402465942,265657431.08320078,4464813.38742223,-6.04962519,16513857.01761674,16513857.01761674,21000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
DOGS,DOGS,0.0005165831989909624,266944368.07857984,173723933.6098522,-10.72955713,516750000000.0,550000000000,550000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Drift,DRIFT,0.9860785689889094,264657956.09569207,60648307.4543691,-8.89934173,268394390.080968,1000000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
Metis,METIS,42.97195488181596,264334861.80738908,29574658.50699255,-12.72617526,6151334.342,10000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
DeepBook Protocol,DEEP,0.09776259328638985,262590325.56724313,65510071.34394843,-4.62550524,2686000000.0,10000000000,10000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Biconomy,BICO,0.2837861846820344,259567378.99612156,22231781.03761895,-8.54884552,914658263.8860711,1000000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
Shiro Neko,SHIRO,2.513997582990409e-07,251399758.2990409,5172769.68765134,-2.83246241,1000000000000000.0,1000000000000000,1000000000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Horizen,ZEN,15.832495001276994,249561829.94914442,114227370.32995233,9.06566813,15762634.375,15762634.375,21000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Rocket Pool,RPL,11.849888899358104,248707874.5670717,13765941.98048401,-7.50335641,20988203.06919029,20988203.06919029,,2024-12-19T23:59:00.000Z,CoinMarketCap
Bazaars,BZR,21.257915232417627,248129744.8075571,1733114.38856985,2.86312308,11672346.14,555555555,555555555.5555556,2024-12-19T23:59:00.000Z,CoinMarketCap
ssv.network,SSV,20.90068970297152,243765083.0891638,82131527.43388066,-10.81921279,11663016.22355108,11838486.3,,2024-12-19T23:59:00.000Z,CoinMarketCap
0x0.ai,0x0,0.27956723331436995,242821882.07232025,3309193.27120157,-5.4836554,868563455.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Polymesh,POLYX,0.2634444554554053,240937534.02200025,24178690.31782464,-10.21897641,914566729.466755,1116467354.694726,,2024-12-19T23:59:00.000Z,CoinMarketCap
Moo Deng (moodengsol.com),MOODENG,0.24280983175279652,240374884.0540023,153417435.06107923,-15.84340583,989971791.17,989971791.17,989971791.17,2024-12-19T23:59:00.000Z,CoinMarketCap
Wilder World,WILD,0.6396387949706208,239518409.20632648,3730737.05153485,-8.47848215,374458852.5424381,500000000,500000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Moca Network,MOCA,0.15364719633065504,237894568.75916147,211388844.88446385,16.846541,1548317017.43,8888888888,8888888888.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Avail,AVAIL,0.12347861541814913,234728137.07724467,6403892.73204986,-4.55746912,1900961849.0,10223461849,,2024-12-19T23:59:00.000Z,CoinMarketCap
Simon's Cat,CAT,3.464328560120484e-05,233840608.00959218,142226708.91659015,-14.78641561,6749954686788.124,8099954686788.124,9000000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Frax Share,FXS,2.669342438558941,228895658.16064733,32198680.21132814,-8.77315043,85749829.1917233,99681495.59113361,,2024-12-19T23:59:00.000Z,CoinMarketCap
Gravity,G,0.027372489803893802,226573594.55254662,38936034.05568262,-4.60232577,8277420000.0,12000000000,12000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
UMA,UMA,2.711431764247365,226186190.2997176,40557341.48278884,-7.91380314,83419466.15886976,122499622.11734813,,2024-12-19T23:59:00.000Z,CoinMarketCap
Flux,FLUX,0.5975047510987973,225059969.25506634,32657975.31444359,-3.84037003,376666409.4991484,376666409.4991484,440000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
aixbt by Virtuals,AIXBT,0.2605535657113012,222932948.19058797,41922909.77909946,12.735084,855612732.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
COTI,COTI,0.12414713341325462,222510028.44396284,41615044.69619871,-7.34085747,1792309031.44,2000000000,2000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
NEM,XEM,0.024752984827179615,222776863.41986355,48786414.72058484,-5.40000241,8999999999.0,8999999999,8999999999.0,2024-12-19T23:59:00.000Z,CoinMarketCap
VeThor Token,VTHO,0.002640012458971646,222099535.72992522,5694528.74002246,-7.54022534,84128214992.0,84128214992,,2024-12-19T23:59:00.000Z,CoinMarketCap
Illuvium,ILV,41.904468257507126,221510422.36528003,52728279.87300395,-9.40186902,5286081.21224869,8713521.01575724,,2024-12-19T23:59:00.000Z,CoinMarketCap
Band Protocol,BAND,1.427658764096774,220840326.90110642,18182023.96106964,-10.28054046,154687052.995345,154687052.995345,,2024-12-19T23:59:00.000Z,CoinMarketCap
Hivemapper,HONEY,0.07146671951478573,220628408.1593164,1152781.16608118,-10.77772903,3087148950.6898475,6393987371.707498,,2024-12-19T23:59:00.000Z,CoinMarketCap
ANDY (ETH),ANDY,0.000220074285657643,220074285.657643,6912690.23868197,-3.24500073,1000000000000.0,1000000000000,1000000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
ConstitutionDAO,PEOPLE,0.04305204084699194,217849239.22489333,239759755.02725196,-12.36237942,5060137334.7,5060137334.7,,2024-12-19T23:59:00.000Z,CoinMarketCap
Polyhedra Network,ZKJ,1.9318265571040825,217336280.81637046,25853622.93510099,1.0163891,112502998.79,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Moonbeam,GLMR,0.23327518315299098,217185602.4183399,20990588.50327142,-9.6488728,931027465.0,1150895857,,2024-12-19T23:59:00.000Z,CoinMarketCap
Aragon,ANT,5.002572937256882,216072558.20140815,9454.43549357,73.65873546,43192285.43220195,43192285.43220195,,2024-12-19T23:59:00.000Z,CoinMarketCap
World Mobile Token,WMTX,0.437841722423128,215347527.64364687,6005791.03817559,-9.69714988,491838755.0,2000000000,2000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
TARS AI,TAI,0.31130138819861447,215322561.39992934,36929534.4745302,-5.35667935,691685195.0,999999988,,2024-12-19T23:59:00.000Z,CoinMarketCap
insurance,INSURANCE,11.459522091290244,214293063.10712758,182356.16132234,5.51206376,18700000.0,98000000,100000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Cetus Protocol,CETUS,0.33466366309364226,210155212.80795085,84768618.1338348,-9.15229196,627959458.9543093,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Sun [New],SUN,0.021216588484014153,207771354.72415107,84581249.39577112,-3.52886983,9792872915.48773,19900730000,,2024-12-19T23:59:00.000Z,CoinMarketCap
Yield Guild Games,YGG,0.4965105876926884,207506803.63825393,96452480.78046677,-10.1832164,417930269.32728523,999985959.9065824,,2024-12-19T23:59:00.000Z,CoinMarketCap
GoМining,GOMINING,0.49971398387958954,206742767.78013143,13921401.64536431,-4.58561936,413722197.99626,413932771,413932771.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Open Campus,EDU,0.5125509029504924,205895969.03007478,39085158.45402104,-6.14222765,401708333.4452,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Blast,BLAST,0.008688026366714613,203730178.3330357,34478820.33771116,-7.8023479,23449534996.067986,100000000000,100000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Alchemy Pay,ACH,0.024011874561195298,203704571.60070586,75548057.02880771,-6.81317549,8483493076.792316,9999999999.999989,10000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
HarryPotterObamaSonic10Inu (ERC-20),BITCOIN,0.20321464471709139,203173626.85712847,5600179.50905648,-1.49273262,999798155.0,999798155,,2024-12-19T23:59:00.000Z,CoinMarketCap
Apu Apustaja,APU,0.0006322741012542504,202950986.49113894,9486114.72219024,-10.54019875,320985765649.01587,337892157698.9421,420690000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
UXLINK,UXLINK,1.1935427006668111,202902259.1133579,2294188781.3290973,26.67545766,170000000.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
VVS Finance,VVS,4.264664002507173e-06,202584669.23947182,1296435.56587693,-4.99719515,47503078582597.22,93360005620740.6,100000000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
LCX,LCX,0.26265707880349376,202662196.7469811,3263988.80551023,-3.33527864,771584751.0,950000000,950000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Pixels,PIXEL,0.16698440228711586,201701963.16037518,81785062.19077772,-11.49907302,1207909004.66,5000000000,5000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Xai,XAI,0.2362945751732692,200492282.77296397,120091925.44294703,-10.4899512,848484492.8240428,1372944510.8294363,2500000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
DigiByte,DGB,0.011501204286291852,200458433.1136083,10248167.43489845,-6.0486673,17429342886.512527,17429342886.512527,21000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Audius,AUDIO,0.15628163777356122,200286615.0808713,17311312.68126999,-7.86374376,1281574841.0,1281574841,,2024-12-19T23:59:00.000Z,CoinMarketCap
Vanar Chain,VANRY,0.11124119838786896,199622448.1090891,24088972.43801852,-10.27886602,1794501057.1807923,1888051040,2400000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Orca,ORCA,3.7395227330658156,199223832.72719613,71631894.09356938,-6.02781975,53275203.0,100000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
WhiteRock,WHITE,0.000305898251943408,198833863.7632152,182376.45398811,-3.95759061,650000000000.0,1000000000000,1000000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Big Time,BIGTIME,0.1442654434543347,198367736.52944952,99762670.45245048,0.44540025,1375019074.42055,5000000000,5000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Ontology,ONT,0.2163009867465098,196335942.13679236,23282370.97489561,-7.4050448,907697857.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Scroll,SCR,1.0271917889245314,195166439.89566097,79239608.66616628,2.50348165,190000000.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Across Protocol,ACX,0.5847818410390426,194316411.77723432,65609254.10511845,-7.56356792,332288724.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Velodrome Finance,VELO,0.22027236416333787,194487594.1515303,153504912.168106,10.20697339,882941420.6827713,1941886170.59841,,2024-12-19T23:59:00.000Z,CoinMarketCap
Non-Playable Coin,NPC,0.026615870087110853,194087791.82892466,10519341.03416543,-12.55138031,7292182866.601632,8050126520,8050126520.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Chromia,CHR,0.23451388320194635,193528720.86360702,49158305.54792543,-6.3420655,825233535.0950379,825233535.0950379,978064789.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Casper,CSPR,0.015198174066636552,193038475.5826235,14657732.79505935,-6.0421202,12701425496.0,13150127186,,2024-12-19T23:59:00.000Z,CoinMarketCap
Cheems (cheems.pet),CHEEMS,1.018202286780236e-06,190907873.1682501,48630289.10560431,14.75312421,187495034775398.0,203672960023058,219776051832670.0,2024-12-19T23:59:00.000Z,CoinMarketCap
CoW Protocol,COW,0.6524819808200994,190744271.96494198,67057963.40921412,-3.63498079,292336459.20029396,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
UPCX,UPC,3.858712092861324,189256078.79191867,837881.965622,-1.04529354,49046436.8,780000000,780000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Ponke,PONKE,0.3386512479817843,188135745.44397444,28638626.97144555,-6.15890555,555544226.0,555544226,555555555.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Constellation,DAG,0.06525618854116967,187510285.20271486,2633154.83090331,-5.75812256,2873448318.0,3003804388,,2024-12-19T23:59:00.000Z,CoinMarketCap
BounceBit,BB,0.38680637265918805,186438022.2630118,143241673.1105366,-13.10008267,481993150.6849315,2100000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
Metaplex,MPLX,0.2461510675886539,186044212.78543913,7467320.50754431,-9.98074758,755813146.0,999983869,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Verge,XVG,0.011219632187225189,185370215.8802886,27653204.00692464,-9.49901678,16521951235.741348,16521951235.741348,,2024-12-19T23:58:00.000Z,CoinMarketCap
Velo,VELO,0.024989265988534827,184682560.42523018,79045389.39197414,-11.81627306,7390475595.0,23999998948,30000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Just a chill guy,CHILLGUY,0.18451056374792338,184504080.64622316,109712723.01369807,-17.44972868,999964863.24919,999964863.24919,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Solar,SXP,0.28913702170354344,181405902.6880239,29911778.01269329,-7.82115566,627404618.1260804,627404610.491398,,2024-12-19T23:59:00.000Z,CoinMarketCap
